RegulationId,RegistarId,Naslov,Vazenje,Dario_StupanjeNaSnagu,Dario_DatumPrimjene,Rezultati,,
5106,5850,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Indiji, sa sjediè≠tem u New Delhiju","Odluka stupa na snagu 1. 8. 1994.
",01.08.1994,,1,,
5107,5851,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Indoneziji, sa sjediè≠tem u Dè?akarti","Odluka stupa na snagu 9. 5. 1995.
",09.05.1995,,1,,
5108,5852,"Odluka o osnivanju Ambasade Republike Hrvatske u Rimu, Republika Italija","Odluka stupa na snagu 22. 1. 1992.
",22.01.1992,,1,,
5109,5853,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Islamskoj Republici Iran, sa sjediè≠tem u Teheranu",Odluka stupa na snagu 18. 1. 1993.,18.01.1993,,1,,
5110,5854,"Odluka o osnivanju Veleposlanstva RH u Irskoj, sa sjediè≠tem u Dublinu",Odluka stupa na snagu 5. 7. 2001.,05.07.2001,,1,,
5111,5855,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Drè?avi Izrael, sa sjediè≠tem u Tel Avivu","Odluka stupa na snagu 19. 9. 1997,",19.09.1997,,1,,
5112,5856,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Japanu, sa sjediè≠tem u Tokiju",Odluka stupa na snagu 26. 5. 1993.,26.05.1993,,1,,
5113,5857,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Saveznoj Republici Jugoslaviji, sa sjediè≠tem u Beogradu",Odluka stupa na snagu 2. 12. 1996.,02.12.1996,,1,,
5114,5858,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Kosovo, sa sjediè≠tem u Priè≠tini",Odluka stupa na snagu 21. 10. 2008.,21.10.2008,,1,,
5115,5859,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Velikoj Socijalistiéçkoj Narodnoj Libijskoj Arapskoj Dè?amahiriji, sa sjediè≠tem u Tripoliju","Odluka stupa na snagu 7. 8. 2003.
",07.08.2003,,1,,
5116,5860,"Odluka o osnivanju Ambasade RH u Budimpeè≠ti, Republika Maé?arska","Odluka stupa na snagu 11. 3. 1992.
",11.03.1992,,1,,
5117,5861,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Makedoniji, sa sjediè≠tem u Skopju",Odluka stupa na snagu 16. 3. 1993.,16.03.1993,,1,,
5118,5862,"Odluka o osnivanju Ambasade RH u Kraljevini Maroko, sa sjediè≠tem u Rabatu",Odluka stupa na snagu 23. 9. 1992.,23.09.1992,,1,,
5119,5863,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Kraljevini Nizozemskoj, sa sjediè≠tem u Haagu",Ova Odluka stupa na snagu 10. 5. 1995.,10.05.1995,,1,,
5121,5865,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Islamskoj Republici  Pakistan, sa sjediè≠tem u Islamabadu",Odluka stupa na snagu 10. 5. 1995.,10.05.1995,,1,,
5122,5866,"Odluka o osnivanju Ambasade Republike Hrvatske u Republici Poljskoj, sa sjediè≠tem u Varè≠avi",Odluka stupa na snagu 27. 10. 1992.,27.10.1992,,1,,
5123,5867,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Portugal, sa sjediè≠tem u Lisabonu",Odluka stupa na snagu 22. 2. 1993.,22.02.1993,,1,,
5124,5868,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Rumunjskoj, sa sjediè≠tem u Bukureè≠tu",Odluka stupa na snagu 10. 12. 1992.,10.12.1992,,1,,
5125,5869,"Odluka o osnivanju Ambasade Republike Hrvatske u Moskvi, Ruska Federacija",Odluka stupa na snagu danom 14. 7. 1992.,,,1,,
5126,5870,"Odluka o osnivanju Ambasade Republike Hrvatske u Sjedinjenim Ameriéçkim Drè?avama, sa sjediè≠tem u Washingtonu",Odluka stupa na snagu 24. 11. 1992.,24.11.1992,,1,,
5127,5871,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Slovaéçkoj Republici, sa sjediè≠tem u Bratislavi","Odluka stupa na snagu 29. 1. 1993.<br/>
Prestaje vaè?iti Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Bratislavi, é?eè≠ka i Slovaéçka Federativna Republika (""Narodne novine"", broj 80/92).

",29.01.1993,,1,,
5128,5872,"Odluka o osnivanju Ambasade Republike Hrvatske u Ljubljani, Republika Slovenija",Odluka stupa na snagu 24. 3. 1992.,24.03.1992,,1,,
5129,5873,Odluka o osnivanju Ambasade Republike Hrvatske pri Svetoj Stolici,Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5130,5874,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Kraljevini èˇpanjolskoj, sa sjediè≠tem u Madridu",Odluka stupa na snagu 10. 12. 1992.,10.12.1992,,1,,
5131,5875,"Odluka o osnivanju Ambasade Republike Hrvatske u Stockholmu, Kraljevina èˇvedska",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5132,5876,"Odluka o osnivanju Ambasade Republike Hrvatske u Bernu, èˇvicarska Konfederacija",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5133,5877,"Odluka o osnivanju Veleposlanstva Republike Hrvatske u Republici Turskoj, sa sjediè≠tem u Ankari",Odluka stupa na snagu 18. 1. 1993.,18.01.1993,,1,,
5134,5878,"Odluka o osnivanju Ambasade Republike Hrvatske u Kijevu, Ukrajina",Odluka stupa na snagu 23. 3. 1992.,23.03.1992,,1,,
5135,5879,Odluka o osnivanju Ambasade Republike Hrvatske u Ujedinjenom Kraljevstvu Velike Britanije i Sjeverne Irske sa sjediè≠tem u Londonu,Odluka stupa na snagu 16. 9. 1992.,16.09.1992,,1,,
5137,5881,"Odluka o osnivanju Konzulata Republike Hrvatske u Argentinskoj Republici, sa sjediè≠tem u San Miguel de Tucumanu",Odluka stupa na snagu 6. 9. 2004.,06.09.2004,,1,,
5138,5882,"Odluka o osnivanju Konzulata Republike Hrvatske u Argentinskoj Republici, sa sjediè≠tem u Cordobi",Odluka stupa na snagu 3. 8. 2005.,03.08.2005,,1,,
5139,5883,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Melbourneu, Australija","Odluka stupa na snagu 16. 11. 1992.<br/>
Prestaje vaè?iti Odluka o osnivanju Konzulata Republike Hrvatske u Melbourneu, Commonwealth of Australia (""Narodne novine"", broj 64/92).",16.11.1992,,1,,
5140,5884,"Odluka o odreé?ivanju vrste konzularnog ureda Republike Hrvatske u Australiji, sa sjediè≠tem u Perthu, i njegovog konzularnog podruéçja","Odluka stupa na snagu 3. 1. 2003.<br/>
Prestaje vaè?iti Odluka o osnivanju Generalnog Konzulata Republike Hrvatske u Perthu, Australija (?ØNarodne novine?Æ, broj 9/93).",03.01.2003,,1,,
5141,5885,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Sydneyu, Australija",Odluka stupa na snagu 12. 8. 1992.,12.08.1992,,1,,
5142,5886,"Odluka o osnivanju Konzulata RH u Republici Austriji, sa sjediè≠tem u Grazu",Odluka stupa na snagu 13. 7. 1999.,13.07.1999,,1,,
5144,5888,"Odluka o osnivanju Konzulata Republike Hrvatske u Cochabambi, Republika Bolivija",Odluka stupa na snagu 11. 3. 1996.,11.03.1996,,1,,
5145,5889,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Boliviji, sa sjediè≠tem u Santa Cruz de la Sierra",Odluka stupa na snagu 12. 6. 1996.,12.06.1996,,1,,
5146,5890,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Bosni i Hercegovini, sa sjediè≠tem u Banjoj Luci",Odluka stupa na snagu 3. 10. 2000.,03.10.2000,,1,,
5147,5891,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Bosni i Hercegovini, sa sjediè≠tem u Mostaru",Odluka stupa na snagu 12. 5. 1995.,12.05.1995,,1,,
5149,5893,"Odluka o osnivanju Konzulata Republike Hrvatske u Saveznoj Republici Brazil, sa sjediè≠tem u Sao Paolu",Odluka stupa na snagu 5. 6. 1995.,05.06.1995,,1,,
5150,5894,"Odluka o osnivanju Konzulata RH u Republici Cipar, sa sjediè≠tem u Nikoziji",Odluka stupa na snagu 20. 9. 2004.,20.09.2004,,1,,
5151,5895,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici é?ile, sa sjediè≠tem u Antofagasti",Odluka stupa na snagu 16. 11. 1994.,16.11.1994,,1,,
5152,5896,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici é?ile, sa sjediè≠tem u Punta Arenas",Odluka stupa na snagu 16. 11. 1994.,16.11.1994,,1,,
5153,5897,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici é?ile, sa sjediè≠tem u Santiagu",Odluka stupa na snagu 16. 11. 1994.,16.11.1994,,1,,
5155,5899,"Odluka o osnivanju Konzulata Republike Hrvatske u Holbacku, Kraljevina Danska","Odluka stupa na snagu 14. 4. 1994.<br/>
Stavlja se izvan snage Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Holbaeku, Kraljevina Danska, broj PA12-57/1-93.",14.04.1994,,1,,
5156,5900,"Odluka o osnivanju Konzulata Republike Hrvatske u Arapskoj Republici Egipat, sa sjediè≠tem u Aleksandriji",Odluka stupa na snagu 28. 10. 1996.,28.10.1996,,1,,
5157,5901,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Filipini, sa sjediè≠tem u Manili",Odluka stupa na snagu 3. 2. 1995.,03.02.1995,,1,,
5159,5903,"Odluka o osnivanju Konzulata Republike Hrvatske u Helenskoj Republici, sa sjediè≠tem u Solunu",Odluka stupa na snagu 26. 4. 2006.,26.04.2006,,1,,
5160,5904,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Indiji, sa sjediè≠tem u Mumbaiu",Odluka stupa na snagu 18. 10. 2002.,18.10.2002,,1,,
5161,5905,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Islamskoj Republici Pakistan, sa sjediè≠tem u Karachiju",Odluka stupa na snagu 21. 6. 1999.,21.06.1999,,1,,
5162,5906,"Odluka o osnivanju Konzulata Republike Hrvatske u Dublinu, Irska",Odluka stupa na snagu 29. 7. 1997.,29.07.1997,,1,,
5163,5907,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Milanu, Republika Italija",Odluka stupa na snagu 26. 4. 1994.,26.04.1994,,1,,
5164,5908,"Odluka o osnivanju Konzulata RH u Republici Italiji, sa sjediè≠tem u Pescari",Odluka stupa na snagu 13. 9. 1994.,13.09.1994,,1,,
5165,5909,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici Italiji, sa sjediè≠tem u Trstu",Odluka stupa na snagu 10. 10. 1994.,10.10.1994,,1,,
5166,5910,"Odluka o osnivanju Konzulata RH u Talijanskoj Republici, sa sjediè≠tem u Bariju",Odluka stupa na snagu 18. 4. 2003.,18.04.2003,,1,,
5167,5911,"Odluka o osnivanju Konzulata Republike Hrvatske u Talijanskoj Republici, sa sjediè≠tem u Firenzi",Odluka stupa na snagu 20. 4. 2006.,20.04.2006,,1,,
5168,5912,"Odluka o osnivanju Konzulata Republike Hrvatske u Talijanskoj Republici, sa sjediè≠tem u Mundimitru",Odluka stupa na snagu 4. 7. 2003.,04.07.2003,,1,,
5169,5913,"Odluka o osnivanju Konzulata RH u Talijanskoj Republici, sa sjediè≠tem u Napulju",Odluka stupa na snagu 29. 12. 2003.,29.12.2003,,1,,
5170,5914,"Odluka o osnivanju Konzulata Republike Hrvatske u Talijanskoj Republici, sa sjediè≠tem u Padovi",Odluka stupa na snagu 18. 7. 2004.,18.07.2004,,1,,
5171,5915,"Odluka o osnivanju Konzulata RH u Drè?avi Izrael, sa sjediè≠tem u Haifi",Odluka stupa na snagu 16. 2. 2006.,16.02.2006,,1,,
5173,5917,"Odluka o osnivanju Konzulata Republike Hrvatske u Drè?avi Izrael, sa sjediè≠tem u Tel Avivu",Odluka stupa na snagu 17. 9. 1998.,17.09.1998,,1,,
5174,5918,"Odluka o osnivanju Konzulata RH u Drè?avi Izrael, sa sjediè≠tem u Ashdodu",Odluka stupa na snagu 31. 1. 2002.,31.01.2002,,1,,
5175,5919,"Odluka o osnivanju Konzulata Republike Hrvatske u Haè≠emitskoj Kraljevini Jordan, sa sjediè≠tem u Amanu",Odluka stupa na snagu 19. 4. 1995.,19.04.1995,,1,,
5176,5920,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Saveznoj Republici Jugoslaviji, sa sjediè≠tem u Subotici",Odluka stupa na snagu 15. 3. 1999.,15.03.1999,,1,,
5177,5921,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici Crnoj Gori (Saveznoj Republici Jugoslaviji), sa sjediè≠tem u Kotoru",Odluka stupa na snagu 15. 3. 1999.,15.03.1999,,1,,
5178,5922,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Kanadi, sa sjediè≠tem u Mississaugi, Provincija Ontario",Odluka stupa na snagu 13. 9. 1994.,13.09.1994,,1,,
5179,5923,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Kanadi, sa sjediè≠tem u Vancouveru, Provincija British Columbia",Odluka stupa na snagu 24. 4. 1995.,24.04.1995,,1,,
5180,5924,"Odluka o osnivanju Konzulata Republike Hrvatske u Specijalnom administrativnom podruéçju Hong Konga u Narodnoj Republici Kini, sa sjediè≠tem u Hong Kongu",Odluka stupa na snagu 10. 5. 2002.,10.05.2002,,1,,
5181,5925,"Odluka o osnivanju Konzulata Republike Hrvatske u Seoulu, Republika Koreja",Odluka stupa na snagu 11. 7. 1996.,11.07.1996,,1,,
5182,5926,"Odluka o osnivanju Konzulata RH u Republici Kubi, sa sjediè≠tem u Havani",Odluka stupa na snagu 11. 9. 2002.,11.09.2002,,1,,
5183,5927,"Odluka o osnivanju Konzulata Republike Hrvatske u Libanonskoj Republici, sa sjediè≠tem u Bejrutu",Odluka stupa na snagu 1. 7. 1998.,01.07.1998,,1,,
5184,5928,"Odluka o osnivanju Konzulata Republike Hrvatske u Kneè?evini Monako, sa sjediè≠tem u Monaku",Odluka stupa na snagu 26. 4. 2006.,26.04.2006,,1,,
5185,5929,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Republici Maé?arskoj, sa sjediè≠tem u Peéçuhu",Odluka stupa na snagu 6. 7. 1993.,06.07.1993,,1,,
5186,5930,Odluka o osnivanju Konzulata Republike Hrvatske u Republici Maé?arskoj sa sjediè≠tem u Nagykanizsi,Odluka stupa na snagu 9. 2. 1999.,09.02.1999,,1,,
5189,5933,"Odluka o osnivanju Konzulata Republike Hrvatske u Saveznoj Republici Njemaéçkoj, sa sjediè≠tem u Bremenu",Odluka stupa na snagu 26. 5. 1993.,26.05.1993,,1,,
5190,5934,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Frankfurtu, Savezna Republika Njemaéçka",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5191,5935,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Hamburgu, Savezna Republika Njemaéçka",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5192,5936,"Odluka o osnivanju Konzulata Republike Hrvatske u Saveznoj Republici Njemaéçkoj, sa sjediè≠tem u Mainzu",Odluka stupa na snagu 27. 4. 1993.,27.04.1993,,1,,
5193,5937,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Munchenu, Savezna Republika Njemaéçka",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5194,5938,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Stuttgartu, Savezna Republika Njemaéçka",Odluka stupa na snagu 11. 3. 1992.,11.03.1992,,1,,
5195,5939,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Saveznoj Republici Njemaéçkoj, sa sjediè≠tem u D?¨sseldorfu",Odluka stupa na snagu 12. 7. 2004.,12.07.2004,,1,,
5196,5940,"Odluka o osnivanju Konzulata Republike Hrvatske u Limi, Republika Peru",Odluka stupa na snagu 10. 3. 1995.,10.03.1995,,1,,
5197,5941,"Odluka o osnivanju Konzulata RH u Portugalskoj Republici, sa sjediè≠tem u Funchalu",Odluka stupa na snagu 19. 5. 1999.,19.05.1999,,1,,
5198,5942,"Odluka o osnivanju Konzulata Republike Hrvatske u Portugalskoj Republici, sa sjediè≠tem u Portu",Odluka stupa na snagu 3. 8. 2006.,03.08.2006,,1,,
5199,5943,"Odluka o osnivanju Konzulata RH u Rumunjskoj, sa sjediè≠tem u Resiti",Odluka stupa na snagu 3. 11. 2004.,03.11.2004,,1,,
5200,5944,"Odluka osnivanju Konzulata Republike Hrvatske u Ruskoj Federaciji, sa sjediè≠tem u Kalinjingradu",Odluka stupa na snagu 3. 7. 2003.,03.07.2003,,1,,
5201,5945,"Odluka o osnivanju Konzulata RH u Republici San Marino, sa sjediè≠tem u San Marinu",Odluka stupa na snagu 31. 10. 2007.,31.10.2007,,1,,
5202,5946,"Odluka o osnivanju Konzulata Republike Hrvatske u Sirijskoj Arapskoj Republici, sa sjediè≠tem u Damasku",Odluka stupa na snagu 29. 12. 2003.,29.12.2003,,1,,
5203,5947,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Los Angelesu, Savezna Drè?ava California, SAD",Odluka stupa na snagu 17. 11. 1993.,17.11.1993,,1,,
5204,5948,"Odluka o osnivanju Konzulata Republike Hrvatske u San Pedru, SAD",Odluka stupa na snagu 12. 8. 1992.,12.08.1992,,1,,
5205,5949,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u Sjedinjenim Ameriéçkim Drè?avama, Savezna Drè?ava Illinois, sa sjediè≠tem u Chicagu",Odluka stupa na snagu 27. 8. 1999.,27.08.1999,,1,,
5207,5951,"Odluka o osnivanju Konzulata Republike Hrvatske u Sjedinjenim Ameriéçkim Drè?avama, sa sjediè≠tem u New Orleansu",Odluka stupa na snagu 22. 2. 2002.,22.02.2002,,1,,
5208,5952,"Odluka o osnivanju Konzulata Republike Hrvatske u Sjedinjenim Ameriéçkim Drè?avama, sa sjediè≠tem u Seattleu","Odluka stupa na snagu 22. 2. 2002.
",22.02.2002,,1,,
5209,5953,"Odluka o osnivanju Konzulata Republike Hrvatske u Sjedinjenim Ameriéçkim Drè?avama, sa sjediè≠tem u Kansas Cityju",Odluka stupa na snagu 23. 7. 2003.,23.07.2003,,1,,
5210,5954,"Odluka o osnivanju Konzulata Republike Hrvatske u Sjedinjenim Meksiéçkim Drè?avama, sa sjediè≠tem u Ciudad de Mexicu",Odluka stupa na snagu 19. 3. 2002.,19.03.2002,,1,,
5211,5955,"Odluka o osnivanju Konzulata RH u Republici Sloveniji, sa sjediè≠tem u Mariboru",Odluka stupa na snagu 3. 1. 2002.,03.01.2002,,1,,
5212,5956,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Sloveniji, sa sjediè≠tem u Kopru",Odluka stupa na snagu 14. 1. 2002.,14.01.2002,,1,,
5213,5957,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Sudan, sa sjediè≠tem u Karthoumu",Ova Odluka stupa na snagu 9. 5. 2000.,09.05.2000,,1,,
5214,5958,"Odluka o osnivanju Konzulata RH u Kraljevini èˇpanjolskoj, sa sjediè≠tem u Barceloni",Odluka stupa na snagu 22. 4. 2002.,22.04.2002,,1,,
5215,5959,"Odluka o osnivanju Konzulata Republike Hrvatske u Kraljevini èˇpanjolskoj, sa sjediè≠tem u Palma de Mallorci",Odluka stupa na snagu 16. 2. 2006.,16.02.2006,,1,,
5216,5960,"Odluka o osnivanju Konzulata RH u Kraljevini èˇpanjolskoj, sa sjediè≠tem u Pamploni",Odluka stupa na snagu 23. 3. 1998.,23.03.1998,,1,,
5217,5961,"Odluka o osnivanju Konzulata Republike Hrvatske u Kraljevini èˇpanjolskoj, sa sjediè≠tem u Sevilli",Odluka stupa na snagu 16. 2. 2004.,16.02.2004,,1,,
5218,5962,"Odluka o osnivanju Konzulata Republike Hrvatske u Demokratskoj Socijalistiéçkoj Republici èˇri Lanki, sa sjediè≠tem u Colombu",Odluka stupa na snagu 25. 6. 1999.,25.06.1999,,1,,
5219,5964,"Odluka o osnivanju Generalnog konzulata Republike Hrvatske u èˇvicarskoj Konfederaciji, sa sjediè≠tem u Z?¨richu","Odluka stupa na snagu 5. 9. 1995.<br/>
Prestaje vaè?iti Odluka o osnivanju Konzulata Republike Hrvatske u Zurichu, èˇvicarska Konfederacija (""Narodne novine"" broj 23/93.)",05.09.1995,,1,,
5220,5965,"Odluka o osnivanju Konzulata Republike Hrvatske u Kraljevini Tajland, sa sjediè≠tem u Bangkoku",Odluka stupa na snagu 26. 5. 1993.,26.05.1993,,1,,
5221,5966,"Odluka o osnivanju Konzulata Republike Hrvatske u Ujedinjenoj Republici Tanzaniji, sa sjediè≠tem u Dar es Salaamu",Odluka stupa na snagu 13. 1. 2006.,13.01.2006,,1,,
5222,5967,"Odluka o osnivanju Konzulata Republike Hrvatske u Republici Tunis, sa sjediè≠tem u Tunisu",Odluka stupa na snagu 2. 4. 2003.,02.04.2003,,1,,
5223,5968,"Odluka o osnivanju Generalnog konzulata RH u Istanbulu, Republika Turska",Odluka stupa na snagu 3. 3. 1995.,03.03.1995,,1,,
5224,5969,"Odluka o osnivanju Konzulata RH u Republici Turskoj, sa sjediè≠tem u Izmiru",Odluka stupa na snagu 18. 4. 2005.,18.04.2005,,1,,
5225,5970,"Odluka o osnivanju Konzulata Republike Hrvatske u Istoéçnoj Republici Urugvaj, sa sjediè≠tem u Montevideu",Odluka stupa na snagu 24. 11. 2003.,24.11.2003,,1,,
5226,5971,"Odluka o osnivanju Konzulata Republike Hrvatske u Ujedinjenoj Kraljevini Velikoj Britaniji i Sjevernoj Irskoj, sa sjediè≠tem u Edinburghu",Odluka stupa na snagu 15. 2. 2007.,15.02.2007,,1,,
5228,5973,"Odluka o davanju suglasnosti za osnivanje Konzulata Republike Austrije u Republici Hrvatskoj, sa sjediè≠tem u Rijeci",Odluka stupa na snagu 2. 6. 1994.,02.06.1994,,1,,
5229,5974,"Odluka o davanju suglasnosti za osnivanje Konzulata Republike Bosne i Hercegovine u Republici Hrvatskoj, sa sjediè≠tem u Splitu",Odluka stupa na snagu 26. 5. 1994.,26.05.1994,,1,,
5230,5975,"Odluka o davanju suglasnosti za osnivanje privremenog konzularnog predstavniè≠tva Republike é?eè≠ke u Republici Hrvatskoj, sa sjediè≠tem u Opatiji",Odluka stupa na snagu 4. 7. 1996.,04.07.1996,,1,,
5231,5976,Odluka o davanju suglasnosti za osnivanje Generalnog konzulata Republike Italije u Republici Hrvatskoj sa sjediè≠tem u Rijeci,Odluka stupa na snagu 3. 3. 1994.,03.03.1994,,1,,
5232,5977,"Odluka o davanju suglasnosti za osnivanje Konzulata Kraljevine Nizozemske u Republici Hrvatskoj, sa sjediè≠tem u Dubrovniku",Odluka stupa na snagu 23. 5. 1996.,23.05.1996,,1,,
5233,5978,Odluka o davanju suglasnosti za osnivanje Konzulata Kraljevine Norveè≠ke u Rijeci,Odluka stupa na snagu 13. 5. 1993.,13.05.1993,,1,,
5234,5979,"Odluka o davanju suglasnosti za osnivanje Generalnog konzulata Republike Turske u Republici Hrvatskoj, sa sjediè≠tem u Rijeci",Odluka stupa na snagu 15. 1. 1997.,15.01.1997,,1,,
5235,5980,"Odluka o davanju suglasnosti za osnivanje Konzulata Ujedinjene Kraljevine Velike Britanije i Sjeverne Irske u Republici Hrvatskoj, sa sjediè≠tem u Dubrovniku",Odluka stupa na snagu 7. 3. 1996.,07.03.1996,,1,,
5236,5981,"Odluka o davanju suglasnosti za osnivanje Konzulata Ujedinjene Kraljevine Velike Britanije i Sjeverne Irske u Republici Hrvatskoj, sa sjediè≠tem u Splitu",Odluka stupa na snagu 7. 3. 1996.,07.03.1996,,1,,
5237,5982,Zakon o legalizaciji isprava u meé?unarodnom prometu,"Zakon stupa na snagu 16. 2. 1973.<br />
Prestaje vrijediti Zakon o legalizaciji isprava u meé?unarodnom saobraé?aju (Sluè?beni list FNRJ, br. 44/46) i odredba éçlana 1. stavak 2. Zakona o nostrifikaciji è≠kolskih svjedodè?bi steéçenih u inozemstvu (Sluè?beni list SFRJ, br. 12/67).",16.02.1973,,1,,
5238,5983,"Pravilnik o ovjeri javnih isprava, potpisa, rukopisa i prijepisa u diplomatsko-konzularnim predstavniè≠tvima u inozemstvu",Pravilnik stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5241,5987,Odluka o osnivanju Meé?uresorske radne skupine za suzbijanje terorizma,"Odluka stupa na snagu 21. 4. 2005. <br/>
Prestaje vaè?iti Odluka o osnivanju Meé?uresorske radne skupine za praé?enje nacionalne provedbe Rezolucije Vijeé?a sigurnosti Ujedinjenih naroda 1373 (2001) o suzbijanju terorizma (Narodne novine, br. 104/01).
",21.04.2005,,1,,
5244,5991,Zakon o prihvaé?anju éçlanstva Republike Hrvatske u Meé?unarodnom monetarnom fondu i drugim meé?unarodnim financijskim organizacijama na temelju sukcesije,Zakon stupa na snagu 28. 12. 1992.,28.12.1992,,1,,
5245,5992,Uredba o prihvaé?anju poveé?anja kvote Republike Hrvatske u Meé?unarodnom monetarnom fondu,Uredba stupa na snagu 23. 12. 1998.,23.12.1998,,1,,
5246,5993,Odluka o naéçinu voé?enja poslova i izmirivanju obveza koje proizlaze iz éçlanstva Republike Hrvatske u Meé?unarodnom monetarnom fondu i drugim meé?unarodnim financijskim organizacijama,Odluka stupa na snagu 11. 9.1993.,11.09.1993,,1,,
5247,5994,Odluka o naéçinu dostave i sadrè?aju podataka koji se dostavljaju Meé?unarodnom monetarnom fondu,Odluka stupa na snagu 31. 12. 1993.,31.12.1993,,1,,
5248,5995,Uputa o naéçinu provedbe Odluke o naéçinu dostave i sadrè?aju podataka koji se dostavljaju Meé?unarodnom monetarnom fondu,Odluka stupa na snagu 10. 10. 2002.,10.10.2002,,1,,
5249,5996,Odluka o prihvaé?anju poveé?anja kapitala Agencije za multilateralno garantiranje investicija,Odluka stupa na snagu 15. 3. 1999.,15.03.1999,,1,,
5250,5997,Odluka o sudjelovanju Republike Hrvatske u Dvanaestoj popuni sredstava Meé?unarodnog udruè?enja za razvoj (IDA),Odluka stupa na snagu 1. 6. 1999.,01.06.1999,,1,,
5251,5998,Odluka o sudjelovanju Republike Hrvatske u doplati sredstava Meé?unarodnog udruè?enja za razvoj (IDA),Odluka stupa na snagu 27. 1. 2005.,27.01.2005,,1,,
5252,5999,Odluka o sudjelovanju Republike Hrvatske u 15-oj nadopuni sredstva Meé?unarodnog udruè?enja za razvoj (IDA),Odluka stupa na snagu 31. 7. 2008.,31.07.2008,,1,,
5253,6000,Odluka o éçlanstvu Republike Hrvatske u Meé?unarodnoj banci za obnovu i razvoj i njezinim afilijacijama,Odluka stupa na snagu 15. 2. 1993.,15.02.1993,,1,,
5254,6001,Zakon o prihvaé?anju éçlanstva Republike Hrvatske u Europskoj banci za obnovu i razvoj,Odluka stupa na snagu 31. 3. 1993.,31.03.1993,,1,,
5255,6002,Odluka o prihvaé?anju poveé?anja kapitala Europske banke za obnovu i razvoj i dodijeljenom broju dionica Republici Hrvatskoj,Odluka stupa na snagu 7. 3. 1997.,07.03.1997,,1,,
5256,6003,Zakon o naéçinu osiguravanja sredstava federacije na ime éçlanskog uloga SFR Jugoslavije u osnivaéçki kapital Europske banke za obnovu i razvoj,Zakon stupa na snagu 8. 10. 1991.,08.10.1991,,1,,
5257,6004,"Odluka o sluè?benoj uporabi novog naziva Fonda Vijeé?a Europe za socijalni razvitak - ""Razvojna banka Vijeé?a Europe"" (CEB) i o prihvaé?anju Petog poveé?anja kapitala Razvojne banke Vijeé?a Europe",Odluka stupa na snagu 24. 6. 2000.,24.06.2000,,1,,
